PERIOD,START DATE,END DATE,GROSS SALES (NOT INCLUDING REST RELIEF FEE),NET SALES (NOT INCLUDING REST RELIEF FEE),ADJ Net Sales (Sales factoring in UE Payout),UE ADJUSTMENTS (Neg means that we owe UE) ,ADJ ADJ Net Sales (Adj NetSales factoring what UE owes),RP UE AD SPEND,PP UE AD SPEND,NEW NET ADJ SALES,PRIME COST %,LAST YEAR NET,NOI,NOI %,Q2 NET SALES ESTIMATE ($),NET SALES VARIANCE ($),Q2 PROFIT ESTIMATE ($),PROFIT VARIANCE ($),COGS $,COGS %,Last Year Customer Count,Per Person Average,Restaurant Relief Fee,WEEKLY SALARIES,HOURLY WAGES,TIP MAKE UP,Tips,LABOR $ W/ BENEFITS,LABOR %,ADJ ADJ LABOR %,COG% (Adj),EXPENSES,EXPENSES %,TOTAL GUEST COUNT,FIRST PARTY ORDER COUNT,FIRST PARTY SALES,FIRST PARTY CHECK AVE,% FIRST PARTY SALES,EZCater,ON SALES 1AM-9AM,UE ORDER COUNT,UE SALES,UE AVE CHECK,UBER EATS TOTAL PAYOUT,UE Adjustmts,FREE PROMO ORDER COUNT (RP+PP),% FREE PROMO (RP+PP),UE ORDERS (RP),UE RP SALES,FREE PROMO ORDER COUNT (RP),FREE PROMO % (RP),Sate & Chili,DJ STRAW,DJ MANGO,RP PAYOUT,UE RP Promos,UE RP Mkt Paid,UE RP Ad Credits Paid,Other RP Payments if Any,UE RP Adj (Negative means we owe),UE ORDERS (PP),PHO PLAY SALES,FREE ITEM PROMO (PP),FREE ITEM PROMO (PP),Sate & Chili,DJ STRAW,DJ MANGO,PHO PLAY PAYOUT,UE PP Promos,UE PP Mkt Paid,UE PP Ad Credits Paid,Other Payments PP (If Any),UE PP Adj (Negative means we owe),FOOD COST %,BEV COST %,STAFFING LEVEL,NPS,# NPS Responses,SECRET SHOPPER,FOH HoN,# RESPONSES,BOH HoN,# RESPONSES,FOH Jolt,BOH Jolt,Health Inspection,In-Store Inspection,PROFIT from QBO,,Revenue Per Labor Hour,Dine-In Sales,Takeout + DD Delivery Sales,Catering Sales,Third Party Sales,JOLT CHECKLIST,Third Party Sales (After Fees),Late Night Sales,Toast Payroll Actual Labor,NOTES,,,Fixed Costs,Time Period,Weekly Cost,2019 Actual,Updated?,Notes
,10/4/21,10/10/21,"11,063.38","10,733.28",,,,,,,,"$14,767.23"," $ (21,066.02)",-,,,,,"3,220",-,,$18.22,,,,,$804.99,"6,225",56.27%,,,11620.67,105.04%,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.33,,,,,,,,,,,,,,,,$37.68,"$3,027.52","$6,118.91",,"$1,586.85",,,,,,,,,,,,,
,9/27/21,10/3/21,"$11,397.37","$11,181.01",,,,,,,,"$14,680.53"," $ (20,790.51)",-,,,,,"3,354",-,,$19.51,,,,,$701.63,"5,709",50.09%,,,11727.68,102.90%,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.34,,,,,,,,,,,,,,,,$36.69,"$2,747.66","$5,912.13",,"$2,521.22",,,,,,,,,,,,,
,9/20/21,9/26/21,"$11,558.66","11,231.33",,,,,,,,"$14,473.42"," $ (20,747.65)",-,,,,,"3,021",-,,$18.38,,,,,$718.71,"5,987",51.79%,,,11739.71,101.57%,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.35,,,,,,,,,,,,,,,,$37.26,"$3,045.51","$5,394.02",,"$2,802.79",,,,,,,,,,,,,
,9/13/21,9/19/21,"$12,142.45","$11,724.02",,,,,,,,"$13,862.41"," $ (21,785.19)",-,,,,,"3,517",-,,$20.82,,,,,$643.40,"6,411",52.79%,,,11857.46,97.65%,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.36,,,,,,,,,,,,,,,,$32.55,"$2,567.87","$5,204.25",,"$2,492.83",,,,,"Added 1 rave catering Net $1,309.00",,,,,,,,
,9/6/21,9/12/21,"$9,912.97","$10,203.27",,,,,,,,"$14,410.85"," $ (20,783.28)",-,,,,,"3,061",-,,$19.22,,,,,$595.38,"6,228",62.83%,,,11494.00,115.95%,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.30,,,,,,,,,,,,,,,,$29.81,"$1,984.17","$5,480.57",,"$2,089.23",,,,,Added 1 Rave catering  NET $359,,,,,,,,
,8/30/21,9/5/21,"$9,803.54","$9,635.21",,,,,,,,"$11,860.32"," $ (20,580.94)",-,,,,,"2,891",-,,$18.53,,,,,$646.94,"6,332",64.59%,,,11358.23,115.86%,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.29,,,,,,,,,,,,,,,,$31.60,"$2,908.28","$5,736.06",,$849.87,,,,,Added 1 Rave catering $141,,,,,,,,
,8/23/21,8/29/21,"$15,294.83","$15,037.56",,,,,,,,"$12,163.28"," $ (23,576.70)",-,,,,,"4,511",-,,$26.02,,,,,$744.77,"6,416",41.95%,,,12649.40,82.70%,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.46,,,,,,,,,,,,,,,,$29.49,"$3,346.12","$5,868.70",,"$1,285.32",,,,,"Added Three rave caterings. Total = $4,537.42",,,,,,,,
,8/16/21,8/22/21,"$11,254.02","$10,879.32",,,,,,,,"$13,742.52"," $ (21,494.89)",-,,,,,"3,264",-,,$19.36,,,,,$771.50,"6,576",58.43%,,,11655.58,103.57%,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.34,,,,,,,,,,,,,,,,$31.22,"$3,784.40","$6,075.56",,"$1,019.36",,,,,,,,,,,,,
,8/9/21,8/15/21,"$10,483.91","9,950.21",,,,,,,,"$11,565.89"," $ (20,989.27)",-,,,,,"2,985",-,,$17.96,,,,,$719.82,"6,571",62.67%,,,11433.52,109.06%,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.31,,,,,,,,,,,,,,,,$28.44,"$3,129.91","$6,095.11",,$725.19,,,,,,,,,,,,,
,8/2/21,8/8/21,"$10,000.01","9,526.36",,,,,,,,"$12,001.35"," $ (20,418.58)",-,,,,,"2,858",-,,$18.04,,,,,$666.38,"6,228",62.28%,,,11332.22,113.32%,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.30,,,,,,,,,,,,,,,,$29.07,"$2,498.29","$6,158.18",,$884.05,,,,,,,,,,,,,
,7/26/21,8/1/21,12979.65,"12,277.79",,,,,,,,"$14,747.93"," $ (22,526.25)",-,,,,,"3,683",-,,$21.28,,,,,$739.62,"6,853",52.80%,,,11989.81,92.37%,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.39,,,,,,,,,,,,,,,,$26.58,"$2,655.09","$6,584.90",,$782.81,,,,,added Rave Catering $287 + Rave Catering $1968,,,,,,,,
,7/19/21,7/25/21,"$11,450.22","10,893",,,,,,,,"$12,558.40"," $ (22,017.50)",-,,,,,"3,268",-,,$18.62,,,,,$798.50,"7,091",61.93%,,,11658.85,101.82%,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.34,,,,,,,,,,,,,,,,$27.50,"$3,337.59","$6,607.62",,$615.63,,,,,added Rave Catering $333,,,,,,,,
,7/12/21,7/18/21,"10,611.67","10,003.08",,,,,,,,"$11,122.07"," $ (20,653.98)",-,,,,,"3,001",-,,$16.95,,,,,$833.09,"6,207",58.49%,,,11446.15,107.86%,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.32,,,,,,,,,,,,,,,,$29.57,"$3,207.76","$5,956.27",,$839.05,,,,,,,,,,,,,
,7/5/21,7/11/21,"$9,264.92","$8,686.93",,,,,,,,"$9,935.21"," $ (20,891.97)",-,,,,,"2,606",-,,$17.07,,,,,$659.36,"7,154",77.22%,,,11131.59,120.15%,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.28,,,,,,,,,,,,,,,,$22.83,"$2,799.79","$5,408.84",,$478.30,,,,,,,,,,,,,
,6/28/21,7/4/21,"$9,296.20","$8,717.82",,,,,,,,"$8,033.07"," $ (21,423.67)",-,,,,,"2,615",-,,$17.47,,,,,$612.36,"7,669",82.50%,,,11138.98,119.82%,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.28,,,,,,,,,,,,,,,,$21.89,"$3,120.27","$4,762.89",,$834.66,,,,,,,,,,,,,
,6/21/21,6/27/21,"10,926.92","10,287.49",,,,,,,,"$11,770.51"," $ (21,573.78)",-,,,,,"3,086",-,,$18.54,,,,,$751.31,"6,973",63.82%,,,11514.13,105.37%,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.33,,,,,,,,,,,,,,,,$28.02,"$2,921.59","$6,488.07",,$774.83,,,,,added rave catering $103,,,,,,,,
,6/14/21,6/20/21,"10,743.11","10,108.60",,,,,,,,"$11,492.15"," $ (21,071.90)",-,,,,,"3,033",-,,$19.29,,,,,$695.96,"6,568",61.14%,,,11471.37,106.78%,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.32,,,,,,,,,,,,,,,,$30.91,"$2,876.44","$6,886.03",,$796.31,,,,,,,,,,,,,
,6/7/21,6/13/21,"9,361.38","8,930.18",,,,,,,,"$13,736.11"," $ (20,471.44)",-,,,,,"2,679",-,,$18.30,,,,,$664.24,"6,603",70.53%,,,11189.73,119.53%,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.28,,,,,,,,,,,,,,,,$24.88,"$1,956.03","$5,359.86",,"$1,067.29",,,,,added rave catering $549,,,,,,,,
,5/31/21,6/6/21,"9,379.29","8,856.12",,,,,,,,"$11,228.15"," $ (20,385.47)",-,,,,,"2,657",-,,$18.72,,,,,$623.46,"6,557",69.91%,,,11172.03,119.11%,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.28,,,,,,,,,,,,,,,,$24.50,"$1,889.65","$5,685.18",,$731.29,,,,,added rave catering $110 and Tuyetnhis catering $440,,,,,,,,
,5/24/21,5/30/21,"9,361.15","8,903.02",,,,,,,,"$12,257.68"," $ (20,412.60)",-,,,,,"2,671",-,,$18.59,,,,,$693.50,"6,558",70.06%,,,11183.24,119.46%,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.28,,,,,,,,,,,,,,,,$26.27,"$2,089.71","$5,771.54",,$933.77,,,,,added rave catering $108,,,,,,,,
,5/17/21,5/23/21,"8,785.24","8,488.51",,,,,,,,"$11,382.83"," $ (19,807.88)",-,,,,,"2,547",-,,$18.91,,,,,$589.89,"6,177",70.31%,,,11084.17,126.17%,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.26,,,,,,,,,,,,,,,,$27.34,"$2,033.02","$5,335.24",,$976.23,,,,,added rave catering $156,,,,,,,,
,5/10/21,5/16/21,"9,008.54","8,612.03",,,,,,,,"$11,385.98"," $ (20,164.45)",-,,,,,"2,584",-,,$17.98,,,,,$634.94,"6,467",71.79%,,,11113.69,123.37%,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.27,,,,,,,,,,,,,,,,$26.49,"$1,936.47","$5,656.47",,"$1,023.66",,,,,,,,,,,,,
,5/3/21,5/9/21,"8,409.04","8,003.52",,,,,,,,"$11,496.75"," $ (19,946.27)",-,,,,,"2,401",-,,$17.87,,,,,$673.49,"6,577",78.21%,,,10968.26,130.43%,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.25,,,,,,,,,,,,,,,,$24.01,"$2,207.97","$4,742.53",,"$1,053.02",,,,,,,,,,,,,
,4/26/21,5/2/21,"9,006.54","8,685.65",,,,,,,,"$13,093.30"," $ (19,710.53)",-,,,,,"2,606",-,,$18.36,,,,,$672.55,"5,974",66.32%,,,11131.29,123.59%,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.27,,,,,,,,,,,,,,,,$27.98,"$2,127.16","$5,343.24",,$822.27,,,,,added rave catering $393,,,,,,,,
,4/19/21,4/25/21,"$7,852.08","$7,605.66",,,,,,,,"$15,849.10"," $ (19,063.57)",-,,,,,"2,282",-,,$17.94,,,,,$596.58,"5,909",75.25%,,,10873.17,138.48%,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.24,,,,,,,,,,,,,,,,$26.74,"$1,971.66","$4,781.71",,$852.29,,,,,,,,,,,,,
,4/12/21,4/18/21,"8,169.49","7,729.63",,,,,,,,"$12,855.15"," $ (18,858.49)",-,,,,,"2,319",-,,$16.66,,,,,$597.22,"5,637",69.00%,,,10902.80,133.46%,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.25,,,,,,,,,,,,,,,,$25.91,"$1,987.41","$4,974.22",,$768.05,,,,,,,,,,,,,
,4/5/21,4/11/21,"8,058.69","7,749.64",,,,,,,,"$12,247.73"," $ (19,391.37)",-,,,,,"2,325",-,,$18.23,,,,,$576.79,"6,159",76.43%,,,10907.58,135.35%,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.24,,,,,,,,,,,,,,,,$24.40,"$1,556.89","$5,525.47",,$667.33,,,,,,,,,,,,,
,3/29/21,4/4/21,"8,398.75","8,117.01",,,,,,,,"$12,366.03"," $ (19,463.39)",-,,,,,"2,435",-,,$18.49,,,,,$604.68,"6,033",71.83%,,,10995.38,130.92%,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.25,,,,,,,,,,,,,,,,$26.91,"$2,033.55","$5,356.01",,$706.51,,,,,,,,,,,,,
,3/22/21,3/28/21,"8,308.62","7,920.19",,,,,,,,"$12,490.38"," $ (19,335.90)",-,,,,,"2,376",-,,$18.17,,,,,$664.37,"6,012",72.35%,,,10948.34,131.77%,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.25,,,,,,,,,,,,,,,,$26.24,"$1,735.18","$5,645.35",,$539.65,,,,,,,,,,,,,
,3/15/21,3/21/21,"8,094.13","7,808.62",,,,,,,,"$11,105.93"," $ (19,632.06)",-,,,,,"2,343",-,,$18.77,,,,,$589.26,"6,368",78.67%,,,10921.68,134.93%,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.24,,,,,,,,,,,,,,,,$25.69,"$1,581.46","$5,376.92",,$850.25,,,,,,,,,,,,,
,3/8/21,3/14/21,"7,006.69","6,727.18",,,,,,,,"$11,633.59"," $ (18,790.67)",-,,,,,"2,018",-,,$17.12,,,,,$458.49,"6,109",87.19%,,,10663.21,152.19%,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.21,,,,,,,,,,,,,,,,$23.06,"$1,202.33","$4,853.31",,$671.54,,,,,,,,,,,,,
,3/1/21,3/7/21,"$7,557.13","$7,097.05",,,,,,,,"$10,624.70"," $ (18,989.48)",-,,,,,"2,129",-,,$18.68,,,,,$552.15,"6,109",80.83%,,,10751.61,142.27%,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.23,,,,,,,,,,,,,,,,$23.57,"$1,187.97","$5,235.57",,$673.53,,,,,,,,,,,,,
,2/22/21,2/28/21,"8,122.29","7,748.10",,,,,,,,"$11,292.02"," $ (19,168.19)",-,,,,,"2,324",-,,$19.67,,,,,$623.85,"5,937",73.09%,,,10907.21,134.29%,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.24,,,,,,,,,,,,,,,,$25.79,"$1,628.08","$5,232.79",,$759.73,,,,,,,,,,,,,
,2/15/21,2/21/21,"6,584.46","6,356.88",,,,,,,,"$10,666.82"," $ (17,870.08)",-,,,,,"1,907",-,,$19.09,,,,,$545.55,"5,388",81.83%,,,10574.71,160.60%,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.20,,,,,,,,,,,,,,,,$25.03,"$1,237.53","$4,355.76",,$763.59,,,,,,,,,,,,,
,2/8/21,2/14/21,"8,254.71","7,957.91",,,,,,,,"$8,913.33"," $ (20,210.48)",-,,,,,"2,387",-,,$26.88,,,,,$449.68,"6,866",83.17%,,,10957.36,132.74%,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.25,,,,,,,,,,,,,,,,$17.23,"$1,008.72","$4,221.60",,$688.75,,,,,,,,,,,,,
,2/1/21,2/7/21,"7,073.90","6,400.19",,,,,,,,"$9,887.55"," $ (18,507.07)",-,,,,,"1,920",-,,$20.71,,,,,$490.22,"6,002",84.85%,,,10585.06,149.64%,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.21,,,,,,,,,,,,,,,,$21.26,"$1,162.27","$4,743.10",,$494.84,,,,,,,,,,,,,
,1/25/21,1/31/21,"6,448.84","5,544.82",,,,,,,,"$9,702.55"," $ (6,964.75)",-,,,,,"1,663",-,,$21.24,,,,,$357.25,"5,301",82.21%,,,0.00,0.00%,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.19,,,,,,,,,,,,,,,,$21.28,$845.42,"$4,315.22",,$397.19,,,,,,,,,,,,,
,1/18/21,1/24/21,"5,690.56","5,500.62",,,,,,,,"$10,450.13"," $ (8,036.89)",-,,,,,"1,650",-,,$17.08,,,,,$482.09,"6,387",112.23%,,,0.00,0.00%,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.17,,,,,,,,,,,,,,,,$16.66,"$1,198.38","$3,903.41",,$199.83,,,,,,,,,,,,,
,1/11/21,1/17/21,"$5,427.44","$5,175.43",,,,,,,,"$9,028.13"," $ (7,301.63)",-,,,,,"1,553",-,,$17.66,,,,,$444.40,"5,749",105.92%,,,0.00,0.00%,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.16,,,,,,,,,,,,,,,,$17.74,"$1,060.09","$3,843.35",,$272.00,,,,,,,,,,,,,
,1/4/21,1/10/21,"$6,352.16","$5,937.23",,,,,,,,"$8,012.35"," $ (7,749.32)",-,,,,,"1,781",-,,$20.98,,,,,$424.78,"5,968",93.95%,,,0.00,0.00%,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.19,,,,,,,,,,,,,,,,$15.39,$772.51,"$3,888.35",,$158.38,,,,,,,,,,,,,
,12/28/20,1/3/21,"$5,701.91","$5,433",,,,,,,,"$10,151.92"," $ (7,989.83)",-,,,,,"1,630",-,,,,,,,,"6,360",111.54%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/21/20,12/27/20,"$3,373.16","$3,231.79",,,,,,,,," $ (6,509.49)",-,,,,,970,-,,,,,,,,"5,540",164.24%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/14/20,12/20/20,"$5,067.94","$4,875.46",,,,,,,,," $ (7,002.59)",-,,,,,"1,463",-,,,,,,,,"5,540",109.31%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/7/20,12/13/20,"$5,172.08","$4,869.40",,,,,,,,," $ (7,626.62)",-,,,,,"1,461",-,,,,,,,,"6,166",119.21%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/30/20,12/6/20,"$4,595.21","$4,422.05",,,,,,,,," $ (7,616.77)",-,,,,,"1,327",-,,,,,,,,"6,290",136.88%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/23/20,11/29/20,"$6,932.47","$4,864.02",,,,,,,,," $ (7,571.86)",-,,,,,"1,946",-,,,,,,,,"5,626",81.16%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/16/20,11/22/20,"5,190.30","4,961.06",,,,,,,,," $ (7,773.47)",-,,,,,"1,488",-,,,,,,,,"6,285",121.09%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9/20,11/15/20,"$5,145.59","$4,817.53",,,,,,,,," $ (7,485.31)",-,,,,,"1,445",-,,,,,,,,"6,040",117.38%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/20,11/8/20,"$5,368.27","$4,882.97",,,,,,,,," $ (7,983.69)",-,,,,,"1,465",-,,,,,,,,"6,519",121.43%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26/20,11/1/20,"$6,316.83","$5,991.11",,,,,,,,," $ (8,296.93)",-,,,,,"1,797",-,,,,,,,,"6,500",102.89%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/19/20,10/25/20,"6,342.29","$5,805.35",,,,,,,,," $ (8,369.91)",-,,,,,"1,742",-,,,,,,,,"6,628",104.51%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/12/20,10/18/20,"$6,683.53","$6,284.25",,,,,,,,," $ (8,115.48)",-,,,,,"1,885",-,,,,,,,,"6,230",93.22%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/5/20,10/11/20,"$6,991.42","$6,569.24",,,,,,,,," $ (8,160.62)",-,,,,,"1,971",-,,,,,,,,"6,190",88.53%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/28/20,10/4/20,"$7,250.34",6674.47,,,,,,,,," $ (8,770.24)",-,,,,,"2,002",-,,,,,,,,"6,768",93.35%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/21/20,9/27/20,"$7,743.19","$7,233.09",,,,,,,,," $ (8,959.83)",-,,,,,"2,170",-,,,,,,,,"6,790",87.69%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising Yelp,3000,Monthly,692.8406467,,8/9/24,Ended 9/16
,9/14/20,9/20/20,"7,338.71",6766.76,,,,,,,,," $ (8,925.03)",-,,,,,"2,030",-,,,,,,,,"6,895",93.95%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising Dineline 8/1/24 onward,14250,Monthly,3290.993072,,8/9/24,
,9/7/20,9/13/20,7700.24,7132.86,,,,,,,,," $ (8,983.26)",-,,,,,"2,140",-,,,,,,,,"6,843",88.87%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent including CAM & Taxes,26925,Monthly,6218.244804,,1/1/24,
,8/31/20,9/6/20,"6,463.25","5,798.56",,,,,,,,," $ (8,515.33)",-,,,,,"1,740",-,,,,,,,,"6,776",104.84%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising Dineline 3/4/24 onward,10000,Monthly,2309.468822,,1/1/24,
,8/24/20,8/30/20,"7,995.43","7,220.88",,,,,,,,," $ (9,034.31)",-,,,,,"2,166",-,,,,,,,,"6,868",85.90%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,Advertising Dineline 10/30 to 3/3/24,6000,Monthly,1385.681293,,1/1/24,
,8/17/20,8/23/20,"7,935.04","7,351.73",,,,,,,,," $ (8,988.27)",-,,,,,"2,234",-,,,,,,,,"6,755",85.12%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,709.19","1,225.85",,,,,,,,,,,,,,,,,,,,,,,,,,NEW UBER EATS FEES,29%,Weekly,0.29,,1/1/24,After 1/1/24 w/BOGO
,8/10/20,8/16/20,"7,423.00","6,792.00",,,,,,,,," $ (9,503.51)",-,,,,,"2,033",-,,,,,,,,"7,471",100.64%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,396.68","1,026.83",,,,,,,,,,,,,,,,,,,,,,,,,,Management Fee,0.085,Weekly,0.085,,7/6/21,8.5% of Net Sales (starting beginning of June 2021); 7/1/24: Manco taken on ADJ Saleas
,8/3/20,8/9/20,"$7,985","7,224",,,,,,,,," $ (8,628.06)",-,,,,,"1,760",-,,,,,,,,"6,868",86.02%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,039.76","1,820.33",,,,,,,,,,,,,,,,,,,,,,,,,,Estimate: Generic Paper Goods (6.0% of Net Sales),0.02,Weekly,0.02,,3/13/22,Guess
,7/27/20,8/2/20,"9,884","9,046",,,,,,,,," $ (10,557.48)",-,,,,,"2,714",-,,,,,,,,"7,843",79.35%,,,0.00,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,329.10","2,485.27",,,,,,,,,,,,,,,,,,,,,,,,,,Estimate: CC Fees (3.4% of Net),0.034,Weekly,0.034,,1/1/24,
,7/20/20,7/26/20,,"8,779",,,,,,,,," $ (10,662.18)",-,,,,,"2,634",-,,,,,,,,"8,028",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimate: 3PDs (UberEats) ,0.16,Weekly,0.16,,3/13/22,Recalculated based on Q4-2023
,7/13/20,7/19/20,,"8,579",,,,,,,,," $ (10,502.03)",-,,,,,"2,574",-,,,,,,,,"7,928",-,,,0.00,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimate: Random Stuff + Parking (400+300),700,Weekly,700,,3/13/22,Buffer + parking
